Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-012487,2020-03,3/15/2020 2:44,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3216,OSCEOLA ST,16, , ,3216,OSCEOLA,894192.1,998909.1
20-012358,2020-03,3/15/2020 2:55,Y, , ,1, ,31211,6,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,6124,N BROADWAY,79,@LOVES TRUCK STOP,REAR OF PARKING LOT NEAR OIL CHANGE,6124,BROADWAY,900558.8,1038456
20-012359,2020-03,3/15/2020 3:04,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,COURTOIS ST / VIRGINIA AVE,2, , , , ,887906,988644.4
20-012360,2020-03,3/15/2020 3:12,Y, , ,1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,2529,CHESTER ST,50, , , , ,886941.7,1033537
20-012360,2020-03,3/15/2020 3:12, , , ,-1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,2529,CHESTER ST,50, , , , ,886941.7,1033537
20-012363,2020-03,3/15/2020 3:15,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500,4440,UNION BLVD,70, , ,4440,UNION,890596,1038561
20-012362,2020-03,3/15/2020 3:15,Y, , ,1, ,42016,1,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,4670,LOUISIANA AVE,16, , ,4670,LOUISIANA,892694.9,997889.5
20-012404,2020-03,3/15/2020 3:30,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1116,ANGELICA ST,65, , ,1116,ANGELICA,905585.9,1031458
20-012372,2020-03,3/15/2020 4:46,Y, , ,1, ,10000,3,HOMICIDE,0,S 7TH ST / I 55 SOUTHBOUND,20, ,EST I 44 WESTBOUND CITY, , ,906811.3,1012468
20-012365,2020-03,3/15/2020 4:58,Y, , ,1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,1243,BAYARD AVE,53, , ,1243,BAYARD,889251.8,1028717
20-012365,2020-03,3/15/2020 4:58, , , ,-1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,1243,BAYARD AVE,53, , ,1243,BAYARD,889251.8,1028717
20-012370,2020-03,3/15/2020 5:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5448,SAINT LOUIS AVE,50, , ,5448,SAINT LOUIS,886943.3,1035187
20-012373,2020-03,3/15/2020 6:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,19,PRODUCE ROW,64, , ,19,PRODUCE,909271.1,1026175
20-012369,2020-03,3/15/2020 6:19,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
20-014321,2020-03,3/15/2020 7:15,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500,0,BELT AVE / DELMAR BLVD,47, , , , ,883310.2,1026907
20-012374,2020-03,3/15/2020 7:53,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2427,BACON ST,59, , , , ,899426.3,1026235
20-012492,2020-03,3/15/2020 8:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4133,HOLLY HILLS BLVD,5, , ,4133,HOLLY HILLS,885471.8,995995
20-012376,2020-03,3/15/2020 8:35,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3440,KLOCKE ST,16, ,REAR,3440,KLOCKE,893546.3,1000680
20-012379,2020-03,3/15/2020 8:50,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,5734,WABADA AVE,50, , ,5731,WABADA,884074.4,1034620
20-012377,2020-03,3/15/2020 8:50,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500,7315,BULWER AVE,79, ,#1132710,7315,BULWER,898395.9,1043141
20-012482,2020-03,3/15/2020 9:00, , , ,-1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2114,MADISON ST,60, , ,2114,MADISON,904084.1,1024520
20-012482,2020-03,3/15/2020 9:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2114,MADISON ST,60, , ,2114,MADISON,904084.1,1024520
20-012383,2020-03,3/15/2020 9:09,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3626,GASCONADE ST,16, , ,3630,GASCONADE,892928.4,1000965
20-012385,2020-03,3/15/2020 9:19,Y, , ,1, ,182400,1,DRUGS-POSSESSION/MARIJUANA,200,COURTOIS ST,2, , , , ,888740,987947.4
20-012391,2020-03,3/15/2020 9:23,Y, , ,1, ,38118,2,ROBBERY CARJACKING /KNIFE USED/SUCCESSFUL,3455,LAWN AVE,14, , ,3455,LAWN,885240.9,1006029
20-012393,2020-03,3/15/2020 9:25,Y, , ,1, ,51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4256,OREGON AVE,17, , ,4256,OREGON,896210.1,999413
20-012405,2020-03,3/15/2020 9:30,Y, , ,1, ,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,6001,W FLORISSANT AVE,73, , , , ,891175.6,1047253
20-012390,2020-03,3/15/2020 9:40,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,CLARA AVE / NATURAL BRIDGE AVE,50, , , , ,886855,1037537
20-012402,2020-03,3/15/2020 9:45,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1000,LAMI ST,21, ,APT 105,1000,LAMI,903808.6,1008985
20-012521,2020-03,3/15/2020 10:00,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",6124,N BROADWAY,79,LOVE S TRAVEL STOP, ,6124,BROADWAY,900558.8,1038456
20-012388,2020-03,3/15/2020 10:10,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,320,S BROADWAY,35,TUMS BUILDING, ,400,CLARK,908625.1,1015638
20-012394,2020-03,3/15/2020 10:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,9000,RIVERVIEW DR,74,METRO BUS TRANSFER CENTER, ,9000,RIVERVIEW,899013.1,1053788
20-012396,2020-03,3/15/2020 10:15,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4206,N GRAND BLVD,67,ECONOMY INN, ,4206,GRAND,902337.5,1031732
20-012443,2020-03,3/15/2020 10:30,Y, , ,1, ,51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2850,OHIO AVE,30, ,RESIDENCE,2850,OHIO,898611.3,1008231
20-012395,2020-03,3/15/2020 10:45,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1401,CLARK AVE,36,ENTERPRISE CENTER,@SCOTTRADE CENTER,1401,CLARK,905209.3,1017077
20-012483,2020-03,3/15/2020 11:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,6227,DELMAR BLVD,48, , ,6227,DELMAR,877122.5,1027707
20-012403,2020-03,3/15/2020 11:55,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1401,CLARK AVE,36,ENTERPRISE CENTER,@ ENTERPRISE CENTER,1401,CLARK,905209.3,1017077
20-012419,2020-03,3/15/2020 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1019,HAMILTON AVE,48, , ,1019,HAMILTON,880264.4,1029923
20-012584,2020-03,3/15/2020 12:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,3639,TENNESSEE AVE,19, , ,3639,TENNESSEE,894073.8,1003968
20-012437,2020-03,3/15/2020 12:00,Y, , ,1, ,51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,8719,PARTRIDGE AVE,74, , ,8719,PARTRIDGE,894290.6,1049880
20-012409,2020-03,3/15/2020 12:25,Y, , ,1, ,250000,4,LOITERING-BEGGING,1000,N BROADWAY,62, , ,1000,BROADWAY,909758.9,1019796
20-012415,2020-03,3/15/2020 12:30,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1131,RIVERVIEW BLVD,74, , ,1131,RIVERVIEW,895180.8,1052256
20-012576,2020-03,3/15/2020 12:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,5391,BROWN AVE,70,GORDON FOOD SERVICES, ,5391,BROWN,889505.6,1038682
20-012421,2020-03,3/15/2020 12:40,Y, , ,1, ,66601,4,"LARCENY-BICYCLES $500 - $24,999",0,N 9TH ST / OLIVE ST,35, , , , ,907779.2,1018012
20-012418,2020-03,3/15/2020 12:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4456,EVANS AVE,54, , ,4456,EVANS,892168.4,1027773
20-012531,2020-03,3/15/2020 13:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1007,SELBY PL,61, , ,1007,SELBY,905885.5,1020864
20-012422,2020-03,3/15/2020 13:00,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,3503,BAMBERGER AVE,15,SHOE CARNIVAL, ,3503,BAMBERGER,892167.1,1005372
20-013956,2020-03,3/15/2020 13:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,3828,PARNELL ST,65, , ,3828,PARNELL,902701.8,1029163
20-012438,2020-03,3/15/2020 13:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 14TH ST / PAPIN ST,36, , , , ,904815.6,1014918
20-012454,2020-03,3/15/2020 13:49,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 20TH ST / LOCUST ST,36, , , , ,903611.1,1019495
20-012430,2020-03,3/15/2020 14:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,3528,ROGER PL,15, , ,3528,ROGER,890619.6,1005097
20-012469,2020-03,3/15/2020 14:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2424,S 9TH ST,21, , ,2424,9TH,903970.9,1008463
20-012520,2020-03,3/15/2020 14:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,4921,PERNOD AVE,14, , ,4921,PERNOD,885119,1005484
20-012428,2020-03,3/15/2020 14:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5716,FLOY AVE,76, , ,5716,FLOY,890018.6,1047645
20-012606,2020-03,3/15/2020 14:03,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500,4761,ALASKA AVE,16, , ,4761,ALASKA,892360.2,997086
20-013231,2020-03,3/15/2020 14:08,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8602,GOODFELLOW BLVD,73, , ,8602,GOODFELLOW,890969.3,1050184
20-012427,2020-03,3/15/2020 14:08,Y, , ,1, ,51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,2834,IOWA AVE,30, ,RESIDENCE,2834,IOWA,898285.9,1008247
20-012434,2020-03,3/15/2020 14:30,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500,4930,CHRISTY BLVD,5, ,@ DOLLAR GENERAL,4930,CHRISTY,884082.3,1001677
20-012565,2020-03,3/15/2020 14:30,Y, , ,1, ,64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4110,W LEXINGTON AVE,56, , ,4110,LEXINGTON,897225.7,1031182
20-012657,2020-03,3/15/2020 15:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GRAVOIS AVE / MORGANFORD RD,5, , , , ,886737.1,1000514
20-012432,2020-03,3/15/2020 15:14,Y, , ,1, ,250000,4,LOITERING-BEGGING,727,N 1ST ST,35, ,@OLD SPAGHETTI FACTORY,700,1ST,910611.3,1018575
20-012442,2020-03,3/15/2020 15:20,Y, , ,1, ,178200,2,SEX OFFNS-EXPOSURE/EXPOSING PERSON,6500,WESTWAY RD,8, , ,6500,WESTWAY,0,0
20-012433,2020-03,3/15/2020 15:25,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2921,N NEWSTEAD AVE,56,NEWSTEAD MARKET, ,2921,NEWSTEAD,894344.9,1031037
20-012567,2020-03,3/15/2020 15:30,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8540,CONCORD PL,74, , ,8540,CONCORD,897191.1,1050439
20-012595,2020-03,3/15/2020 16:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500,3718,S JEFFERSON AVE,18, , ,3718,JEFFERSON,898443.4,1002800
20-012993,2020-03,3/15/2020 16:00,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GOODFELLOW BLVD / WELLS AVE,78, , , , ,882946.8,1033140
20-012441,2020-03,3/15/2020 16:14,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,FYLER AVE / JAMIESON AVE,9, , , , ,875205.4,1008654
20-012446,2020-03,3/15/2020 16:30,Y, , ,1, ,43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3951,JAMIESON AVE,9, , ,3951,JAMIESON,874584.3,1004989
20-012445,2020-03,3/15/2020 16:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3150,SUBLETTE AVE,13, , ,3150,SUBLETTE,882868.8,1008791
20-012444,2020-03,3/15/2020 16:44,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / S KINGSHIGHWAY BL,15, , , , ,886177,1009211
20-012702,2020-03,3/15/2020 17:00,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5909,SALOMA AVE,76, , ,5909,SALOMA,888593.4,1043592
20-012453,2020-03,3/15/2020 17:05,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4649,DELOR ST,5, , ,4649,DELOR,884750.1,1001378
20-012447,2020-03,3/15/2020 17:09,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / GRATIOT ST,35, , , , ,908074.1,1014297
20-012458,2020-03,3/15/2020 17:40,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3940,BURGEN AVE,3, , ,3942,BURGEN,888103.7,996919.1
20-012456,2020-03,3/15/2020 17:40,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,0,LUCILLE AVE / PARK LN,76, , , , ,890320.3,1045505
20-012465,2020-03,3/15/2020 17:42,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",10,N NEWSTEAD AVE,38, , ,10,NEWSTEAD,890203.7,1021669
20-012461,2020-03,3/15/2020 17:53,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,275,UNION BLVD,47, ,PARKING GARAGE,275,UNION,884536.7,1024563
20-012463,2020-03,3/15/2020 17:56,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,3818,NEOSHO ST,16, , ,3818,NEOSHO,890770.4,999443.4
20-012467,2020-03,3/15/2020 18:17,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5900,DR MARTIN LUTHER KING DR,78, , , , ,882296.1,1034238
20-012473,2020-03,3/15/2020 18:32,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500,5830,MARDEL AVE,14, , ,5830,MARDEL,879514.8,1005466
20-012474,2020-03,3/15/2020 18:50,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,430,S 15TH ST,36, ,@GREYHOUND,430,15TH,904845.8,1016613
20-012560,2020-03,3/15/2020 19:00,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999",4140,OREGON AVE,16, , ,4140,OREGON,896336.3,1000189
20-012475,2020-03,3/15/2020 19:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1133,WASHINGTON AVE,35,DOWNTOWNER APARTMENTS, ,1133,WASHINGTON,907003.4,1019090
20-012589,2020-03,3/15/2020 19:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,3913,EICHELBERGER ST,5, , ,3913,EICHELBERGER,889087.7,997922.3
20-012476,2020-03,3/15/2020 19:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5818,LILLIAN AVE,72, , ,5818,LILLIAN,889325.9,1043358
20-012619,2020-03,3/15/2020 19:30,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",0,S GRAND BLVD / GRAVOIS AVE,19, , , , ,893507.8,1004763
20-012490,2020-03,3/15/2020 20:50,Y, , ,1, ,83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4474,LEE AVE,69, ,REAR ALLEY,4474,LEE,895670.2,1034895
20-012490,2020-03,3/15/2020 20:50, , , ,-1, ,83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4474,LEE AVE,69, ,REAR ALLEY,4474,LEE,895670.2,1034895
20-012491,2020-03,3/15/2020 21:00,Y, , ,1, ,71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,5590,W FLORISSANT AVE,72,NORTHWAY MARKET, ,4856,PAGE,893144.3,1044000
20-012486,2020-03,3/15/2020 21:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3462,TENNESSEE AVE,19, , ,3462,TENNESSEE,894430.7,1005018
20-012640,2020-03,3/15/2020 21:00,Y, , ,1, ,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1310,N GRAND AVE,77, , ,3427,WASHINGTON,897671.6,1021455
20-012488,2020-03,3/15/2020 21:09,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,MARINE AVE / MIAMI ST,18, , , , ,900318.1,1003484
20-012484,2020-03,3/15/2020 21:11,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4140,MANCHESTER AVE,39, ,@BAR- THE ATOMIC COWBOY,4140,MANCHESTER,891133.3,1017378
20-012514,2020-03,3/15/2020 21:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4008,CASTLEMAN AVE,27, , ,4008,CASTLEMAN,892063.6,1012813
20-012493,2020-03,3/15/2020 21:45,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1326,WASHINGTON AVE,36,HOOKAH LOUNGE, ,1326,WASHINGTON,906055.1,1019109
20-012575,2020-03,3/15/2020 22:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,5148,ASHLAND AVE,52, , ,5148,ASHLAND,889497.6,1034879
20-012794,2020-03,3/15/2020 22:00,Y, , ,1, ,72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5921,CORONADO AVE,3, , ,5921,CORONADO,887379.6,996347.3
20-012497,2020-03,3/15/2020 22:25,Y, , ,1, ,51221,4,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,3853,FOREST PARK AVE,37, ,APT 534,3853,FOREST PARK,894132.2,1020183
20-012498,2020-03,3/15/2020 22:40,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6101,ALABAMA AVE,1, ,APT A,6101,ALABAMA,891184,993695.9
20-012494,2020-03,3/15/2020 22:44,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,GUSTINE AVE / WYOMING ST,15, , , , ,891668.7,1007357
20-012515,2020-03,3/15/2020 23:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4314,DEWEY AVE,16, , ,4314,DEWEY,892178.6,1000293
20-012502,2020-03,3/15/2020 23:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,BIDDLE ST / N LEONOR K SULLIVA,64, , , , ,911184.4,1020319
20-012499,2020-03,3/15/2020 23:15,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,755,BELT AVE,49, ,IN THE STREET, , ,883375.8,1027390
20-012500,2020-03,3/15/2020 23:20,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
20-012505,2020-03,3/16/2020 0:25,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,1615,S KINGSHIGHWAY BLVD,12,QUIK TRIP, ,1615,KINGSHIGHWAY,886749.4,1014742
20-012699,2020-03,3/16/2020 0:25,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1615,S KINGSHIGHWAY BLVD,12,QUIKTRIP, ,1615,KINGSHIGHWAY,886749.4,1014742
20-012508,2020-03,3/16/2020 0:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5461,DELMAR BLVD,49, , ,5461,DELMAR,883561.5,1027076
20-012506,2020-03,3/16/2020 0:56,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1201,CLARK AVE,36, ,CITY HALL PARKING LOT,220,TUCKER,906055.1,1017127
20-012507,2020-03,3/16/2020 1:44,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / MADISON ST,63, , , , ,908505,1024640
20-012510,2020-03,3/16/2020 2:17,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,ARSENAL ST / TEXAS AVE,30, , , , ,898788.3,1007246
20-013144,2020-03,3/16/2020 2:25,Y, , ,1, ,51221,4,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,3821,LINDELL BLVD,77,MOOLAH,@BAR- MOOLAH THEATRE AND LOUNGE,3821,LINDELL,894761.8,1021662
20-012622,2020-03,3/16/2020 2:25,Y, , ,1, ,51121,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,3821,LINDELL BLVD,77,MOOLAH,@BAR- MOOLAH THEATRE AND LOUNGE,3821,LINDELL,894761.8,1021662
20-012509,2020-03,3/16/2020 2:28,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3430,S GRAND BLVD,25,SCHNUCKS,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-012610,2020-03,3/16/2020 3:00,Y, , ,1, ,72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4334,POTOMAC ST,15, , ,4334,POTOMAC,887643.5,1005784
20-012512,2020-03,3/16/2020 5:41,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,3710,FRENCH AVE,4, ,RESIDENCE,3710,FRENCH,887024.2,992513.1
20-012678,2020-03,3/16/2020 7:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3717,S SPRING AVE,15, , ,3717,SPRING,892066.8,1003743
20-012637,2020-03,3/16/2020 7:00,Y, , ,1, ,51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,852,WALL ST,74, , ,852,WALL,896919.9,1050838
20-012516,2020-03,3/16/2020 7:24,Y, , ,1, ,51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2039,E FAIR AVE,68, , ,2039,FAIR,900984.3,1035759
20-012530,2020-03,3/16/2020 7:30,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 8TH ST / HICKORY ST,34, , ,1100,9TH,906678,1013224
20-012524,2020-03,3/16/2020 7:55,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4321,SHREVE AVE,69, , ,4321,SHREVE,894256.2,1037039
20-013557,2020-03,3/16/2020 8:00,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,5708,SOUTHWEST AVE,13, , ,5708,SOUTHWEST,881753.5,1009964
20-012608,2020-03,3/16/2020 8:00,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,7040,DALE AVE,43, , ,7040,DALE,874840.3,1017028
20-012999,2020-03,3/16/2020 8:00,Y, , ,1, ,51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6923,GARNER AVE,43, , ,6923,GARNER,875284.3,1014856
20-012618,2020-03,3/16/2020 8:05,Y, , ,1, ,51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4731,LOUISIANA AVE,16, , ,4731,LOUISIANA,892198.1,997497.5
20-012533,2020-03,3/16/2020 8:11,Y, , ,1, ,43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,999,N 2ND ST,35,FOUR SEASONS,FOUR SEASONS,999,2ND,910439.8,1019433
20-012527,2020-03,3/16/2020 8:30,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,3631,GRAVOIS AVE,15, ,@WALGREENS - GRAVOIS AND GRAND,3631,GRAVOIS,893179.3,1004622
20-014461,2020-03,3/16/2020 9:00,Y, , ,1, ,52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,2519,N SPRING AVE,59, , ,2919,SPRING,898850.5,1026873
20-012598,2020-03,3/16/2020 9:00,Y, , ,1, ,72213,3,AUTO THEFT-BUS/PERM RETNT/UNRECOV OVER 48HR,1301,ANN AVE,21, , ,1301,ANN,902682.4,1010107
20-012535,2020-03,3/16/2020 9:10,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,4500,N BROADWAY,64, , ,4500,BROADWAY,905164,1033720
20-012996,2020-03,3/16/2020 10:30,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,3683,COOK AVE,77,SAINT ELIZABETH ADULT DAYCARE, ,3683,COOK,897199.9,1024218
20-012545,2020-03,3/16/2020 10:41,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,FYLER AVE / S KINGSHIGHWAY BLV,15, , , , ,885863.4,1007205
20-012556,2020-03,3/16/2020 11:00,Y, , ,1, ,92000,2,SIMPLE ASSAULT-HARRASSMENT,6726,CHIPPEWA ST,8, , ,6726,CHIPPEWA,875196.2,1003505
20-012552,2020-03,3/16/2020 11:30,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5850,EICHELBERGER ST,8,BISHOP DU BOURG,@BISHOP DU BOURG,5850,EICHELBERGER,878624.6,1000337
20-012984,2020-03,3/16/2020 11:41,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4360,COTTAGE AVE,57, , ,4346,COTTAGE,894343.6,1029494
